id,history_id,history_name,state,tool_id,invocation_id,workflow_id,cpuacct.usage,galaxy_memory_mb,galaxy_slots,memory.limit_in_bytes,memory.max_usage_in_bytes,memory.soft_limit_in_bytes,memtotal,processor_count,runtime_seconds
302ff8eb66fd6b69,8377883a95a3aa65,Ice-Lake 2 ice ice-lake 2GB Default,ok,cufflinks/2.2.1.3,,,6526037466937.0000000,32212.0000000,6.0000000,32212254720.0000000,3684093952.0000000,9223372036854771712.0000000,197850744.0000000,48.0000000,1581.0000000
fe1dd354992697b5,8377883a95a3aa65,Ice-Lake 2 ice ice-lake 2GB Default,ok,wig_to_bigWig,,,10471936230.0000000,10737.0000000,1.0000000,10737418240.0000000,948371456.0000000,9223372036854771712.0000000,197850744.0000000,48.0000000,11.0000000
a22b367848df68d0,8377883a95a3aa65,Ice-Lake 2 ice ice-lake 2GB Default,ok,wig_to_bigWig,,,9989561747.0000000,10737.0000000,1.0000000,10737418240.0000000,906313728.0000000,9223372036854771712.0000000,197850744.0000000,48.0000000,10.0000000
84e0c812dc5d8a36,8377883a95a3aa65,Ice-Lake 2 ice ice-lake 2GB Default,ok,bedtools_genomecoveragebed/2.30.0,,,74882394134.0000000,4080.0000000,1.0000000,4080218112.0000000,2211450880.0000000,9223372036854771712.0000000,197850744.0000000,48.0000000,75.0000000
029a38bb642591ab,8377883a95a3aa65,Ice-Lake 2 ice ice-lake 2GB Default,ok,bedtools_genomecoveragebed/2.30.0,,,72332205577.0000000,4080.0000000,1.0000000,4080218112.0000000,2025775104.0000000,9223372036854771712.0000000,197850744.0000000,48.0000000,72.0000000
5b12aedde5dde89c,8377883a95a3aa65,Ice-Lake 2 ice ice-lake 2GB Default,ok,revertR2orientationInBam/0.0.2,,,177187142341.0000000,4080.0000000,1.0000000,4080218112.0000000,1031172096.0000000,9223372036854771712.0000000,197850744.0000000,48.0000000,178.0000000
0843c690474bdd54,8377883a95a3aa65,Ice-Lake 2 ice ice-lake 2GB Default,ok,wig_to_bigWig,,,20136774466.0000000,10737.0000000,1.0000000,10737418240.0000000,1796173824.0000000,9223372036854771712.0000000,197850744.0000000,48.0000000,21.0000000
c7e41b6af7b7e116,8377883a95a3aa65,Ice-Lake 2 ice ice-lake 2GB Default,ok,bedtools_genomecoveragebed/2.30.0,,,96010526809.0000000,4080.0000000,1.0000000,4080218112.0000000,2769252352.0000000,9223372036854771712.0000000,197850744.0000000,48.0000000,97.0000000
94ea2a61d1488524,8377883a95a3aa65,Ice-Lake 2 ice ice-lake 2GB Default,ok,bamFilter/2.5.2+galaxy1,,,292886690403.0000000,4080.0000000,1.0000000,4080218112.0000000,1652355072.0000000,9223372036854771712.0000000,197850744.0000000,48.0000000,293.0000000
2e4c2b504ce48d19,8377883a95a3aa65,Ice-Lake 2 ice ice-lake 2GB Default,ok,param_value_from_file,,,3571314251.0000000,4080.0000000,1.0000000,4080218112.0000000,184442880.0000000,9223372036854771712.0000000,197850744.0000000,48.0000000,4.0000000
017b2fd49c9cdfa2,8377883a95a3aa65,Ice-Lake 2 ice ice-lake 2GB Default,ok,multiqc/1.11+galaxy1,,,6706902167.0000000,12240.0000000,1.0000000,12240654336.0000000,117321728.0000000,9223372036854771712.0000000,197850744.0000000,48.0000000,7.0000000
367c0a4631e819e2,8377883a95a3aa65,Ice-Lake 2 ice ice-lake 2GB Default,ok,tp_awk_tool/1.1.2,,,291761348.0000000,4080.0000000,1.0000000,4080218112.0000000,7651328.0000000,9223372036854771712.0000000,197850744.0000000,48.0000000,0E-7
90c0da606d1347b9,8377883a95a3aa65,Ice-Lake 2 ice ice-lake 2GB Default,ok,tp_awk_tool/1.1.2,,,59349809.0000000,4080.0000000,1.0000000,4080218112.0000000,5148672.0000000,9223372036854771712.0000000,197850744.0000000,48.0000000,0E-7
d8afa9fda5ddaea9,8377883a95a3aa65,Ice-Lake 2 ice ice-lake 2GB Default,ok,rna_star/2.7.8a+galaxy1,,,1965006130867.0000000,53687.0000000,10.0000000,53687091200.0000000,53686968320.0000000,9223372036854771712.0000000,197850744.0000000,48.0000000,484.0000000
16f9c1f8aaa3315f,8377883a95a3aa65,Ice-Lake 2 ice ice-lake 2GB Default,ok,cutadapt/4.0+galaxy1,,,661153831565.0000000,20401.0000000,5.0000000,20401094656.0000000,3982282752.0000000,9223372036854771712.0000000,197850744.0000000,48.0000000,143.0000000
eddbc11fd49ef752,8377883a95a3aa65,Ice-Lake 2 ice ice-lake 2GB Default,ok,map_param_value/0.1.1,,,3634809200.0000000,4080.0000000,1.0000000,4080218112.0000000,184315904.0000000,9223372036854771712.0000000,197850744.0000000,48.0000000,4.0000000
c97e7103b04f8922,8377883a95a3aa65,Ice-Lake 2 ice ice-lake 2GB Default,ok,map_param_value/0.1.1,,,3625483510.0000000,4080.0000000,1.0000000,4080218112.0000000,183934976.0000000,9223372036854771712.0000000,197850744.0000000,48.0000000,4.0000000
eaf99c0e73f85124,8377883a95a3aa65,Ice-Lake 2 ice ice-lake 2GB Default,ok,compose_text_param/0.1.1,,,3531963875.0000000,4080.0000000,1.0000000,4080218112.0000000,184549376.0000000,9223372036854771712.0000000,197850744.0000000,48.0000000,3.0000000
286b384017972733,8377883a95a3aa65,Ice-Lake 2 ice ice-lake 2GB Default,ok,map_param_value/0.1.1,,,3561496754.0000000,4080.0000000,1.0000000,4080218112.0000000,184221696.0000000,9223372036854771712.0000000,197850744.0000000,48.0000000,4.0000000
4d204ffe332b663c,8377883a95a3aa65,Ice-Lake 2 ice ice-lake 2GB Default,ok,map_param_value/0.1.1,,,3529837932.0000000,4080.0000000,1.0000000,4080218112.0000000,184496128.0000000,9223372036854771712.0000000,197850744.0000000,48.0000000,4.0000000
